Question,Answer,Card Type,Source File
The theory of consumer choice describes how consumers make decisions about {{c1::what to buy}}.,what to buy,cloze,examples/Microeconomics.pdf
The {{c1::demand curve}} for a good reflects consumers' willingness to pay for it.,demand curve,cloze,examples/Microeconomics.pdf
What two main analytical tools are used in the theory of consumer choice?,Budget constraints and indifference curves.,qa,examples/Microeconomics.pdf
A {{c1::budget constraint}} represents the choices a consumer can afford.,budget constraint,cloze,examples/Microeconomics.pdf
{{c1::Indifference curves}} can be used to represent a consumer's preferences.,Indifference curves,cloze,examples/Microeconomics.pdf
The theory of consumer choice analyzes how a consumer responds to changes in {{c1::income}} and changes in {{c1::prices}}.,income::prices,cloze,examples/Microeconomics.pdf
The impact of a price change can be decomposed into an {{c1::income effect}} and a {{c1::substitution effect}}.,income effect::substitution effect,cloze,examples/Microeconomics.pdf
What does the theory of consumer choice examine?,It examines the tradeoffs that people face in their role as consumers and how they make decisions and respond to changes in their environment.,qa,examples/Microeconomics.pdf
The theory of consumer choice examines the {{c1::tradeoffs}} that people face in their role as consumers.,tradeoffs,cloze,examples/Microeconomics.pdf
What is one of the Ten Principles of Economics that the theory of consumer choice examines?,People face tradeoffs.,qa,examples/Microeconomics.pdf
List two questions that the theory of consumer choice can help address.,1. Do all demand curves slope downward? 2. How do wages affect labor supply? (Also: How do interest rates affect household saving? Do the poor prefer to receive cash or in-kind transfers?),qa,examples/Microeconomics.pdf
What is a budget constraint?,"A limit on the consumption bundles that a consumer can afford, determined by their income and the prices of goods.",qa,examples/Microeconomics.pdf
A consumer's spending is {{c1::constrained}} or limited by their {{c1::income}}.,constrained::income,cloze,examples/Microeconomics.pdf
What two factors determine the consumption bundles a consumer can afford?,Their income and the prices of the goods.,qa,examples/Microeconomics.pdf
The {{c1::budget constraint}} shows the consumption bundles that a consumer can afford.,budget constraint,cloze,examples/Microeconomics.pdf
"If a consumer has an income of $1,000, Pepsi costs $2, and Pizza costs $10, how many pizzas can they buy if they spend all income on pizza?",100 pizzas ($1000 / $10 per pizza),qa,examples/Microeconomics.pdf
"With an income of $1,000, Pepsi at $2, and Pizza at $10, a consumer can buy {{c1::100}} pizzas if they buy no Pepsi.",100,cloze,examples/Microeconomics.pdf
"Using the same income ($1,000) and prices (Pepsi $2, Pizza $10), how many pints of Pepsi can they buy if they spend all income on Pepsi?",500 pints of Pepsi ($1000 / $2 per pint),qa,examples/Microeconomics.pdf
"With an income of $1,000, Pepsi at $2, and Pizza at $10, a consumer can buy {{c1::500}} pints of Pepsi if they buy no pizza.",500,cloze,examples/Microeconomics.pdf
What does the slope of the budget constraint measure?,The rate at which the consumer can trade one good for the other.,qa,examples/Microeconomics.pdf
The slope of the budget constraint equals the {{c1::relative price}} of the two goods.,relative price,cloze,examples/Microeconomics.pdf
What is the opportunity cost of one pizza if Pepsi costs $2 and Pizza costs $10?,5 pints of Pepsi ($10 / $2),qa,examples/Microeconomics.pdf
"If the price of Pepsi is $2 and the price of pizza is $10, the opportunity cost of one pizza is {{c1::5 pints of Pepsi}}.",5 pints of Pepsi,cloze,examples/Microeconomics.pdf
How is the slope of the budget constraint calculated?,As the change in the vertical distance divided by the change in the horizontal distance ('rise over run').,qa,examples/Microeconomics.pdf
The slope of the budget constraint is calculated as the change in the {{c1::vertical distance}} divided by the change in the {{c1::horizontal distance}}.,vertical distance::horizontal distance,cloze,examples/Microeconomics.pdf
What two components determine a consumer's choices?,Their budget constraint and their preferences regarding the goods.,qa,examples/Microeconomics.pdf
When is a consumer said to be 'indifferent' between two bundles?,"When the two bundles suit their tastes equally well, making them equally happy.",qa,examples/Microeconomics.pdf
What is an indifference curve?,A curve that shows consumption bundles that give the consumer the same level of satisfaction (make them equally happy).,qa,examples/Microeconomics.pdf
An {{c1::indifference curve}} shows the bundles of consumption that make the consumer equally happy.,indifference curve,cloze,examples/Microeconomics.pdf
What does the slope at any point on an indifference curve represent?,The marginal rate of substitution (MRS).,qa,examples/Microeconomics.pdf
The slope at any point on an indifference curve equals the {{c1::marginal rate of substitution}} (MRS).,marginal rate of substitution,cloze,examples/Microeconomics.pdf
Define the Marginal Rate of Substitution (MRS).,The rate at which a consumer is willing to trade one good for another while remaining equally satisfied.,qa,examples/Microeconomics.pdf
The marginal rate of substitution (MRS) measures how much {{c1::Pepsi}} the consumer requires to be compensated for a one-unit reduction in {{c1::pizza}} consumption.,Pepsi::pizza,cloze,examples/Microeconomics.pdf
How do consumers rank indifference curves?,"They prefer higher indifference curves to lower ones, as higher curves represent larger quantities of goods and thus greater satisfaction.",qa,examples/Microeconomics.pdf
Consumers prefer {{c1::higher}} indifference curves to {{c1::lower}} ones.,higher::lower,cloze,examples/Microeconomics.pdf
What is Property 1 of indifference curves?,Higher indifference curves are preferred to lower ones.,qa,examples/Microeconomics.pdf
What does Property 1 of indifference curves imply about consumer preferences?,"Consumers usually prefer more of a good to less of it, so higher curves (representing more goods) are preferred.",qa,examples/Microeconomics.pdf
Property 1 of indifference curves states that {{c1::higher}} indifference curves are preferred to {{c1::lower}} ones.,higher::lower,cloze,examples/Microeconomics.pdf
What is Property 2 of indifference curves?,Indifference curves are downward sloping.,qa,examples/Microeconomics.pdf
Why are indifference curves downward sloping (Property 2)?,"Because consumers like both goods, if the quantity of one good is reduced, the quantity of the other must increase to keep the consumer equally happy.",qa,examples/Microeconomics.pdf
Indifference curves are {{c1::downward sloping}} (Property 2).,downward sloping,cloze,examples/Microeconomics.pdf
What is Property 3 of indifference curves?,Indifference curves do not cross.,qa,examples/Microeconomics.pdf
Why do indifference curves not cross (Property 3)?,"If they crossed, it would imply that a consumer is equally happy with two bundles, even if one bundle contains more of both goods, which contradicts the assumption that more is preferred to less.",qa,examples/Microeconomics.pdf
Indifference curves {{c1::do not cross}} (Property 3).,do not cross,cloze,examples/Microeconomics.pdf
What is Property 4 of indifference curves?,Indifference curves are bowed inward.,qa,examples/Microeconomics.pdf
What does the bowed inward shape of indifference curves (Property 4) reflect about consumer willingness to trade?,It reflects that the marginal rate of substitution (MRS) depends on the amount of each good the consumer is currently consuming; people are more willing to trade away goods they have in abundance.,qa,examples/Microeconomics.pdf
Indifference curves are {{c1::bowed inward}} (Property 4).,bowed inward,cloze,examples/Microeconomics.pdf
"At point A in Figure 21-4 (much Pepsi, little Pizza), what is the approximate MRS given in the text?",6 pints of Pepsi per pizza.,qa,examples/Microeconomics.pdf
"At point A, with much Pepsi and little pizza, the MRS is {{c1::6 pints of Pepsi per pizza}}.",6 pints of Pepsi per pizza,cloze,examples/Microeconomics.pdf
"At point B in Figure 21-4 (little Pepsi, much Pizza), what is the approximate MRS given in the text?",1 pint of Pepsi per pizza.,qa,examples/Microeconomics.pdf
"At point B, with little Pepsi and much pizza, the MRS is {{c1::1 pint of Pepsi per pizza}}.",1 pint of Pepsi per pizza,cloze,examples/Microeconomics.pdf
What does the shape of an indifference curve tell us about the consumer's willingness to trade one good for the other?,It tells us how easy or hard it is for the goods to substitute for each other.,qa,examples/Microeconomics.pdf
"When goods are {{c1::easy to substitute}} for each other, indifference curves are {{c1::less bowed}}.",easy to substitute::less bowed,cloze,examples/Microeconomics.pdf
"When goods are {{c1::hard to substitute}} for each other, indifference curves are {{c1::very bowed}}.",hard to substitute::very bowed,cloze,examples/Microeconomics.pdf
What are perfect substitutes in the context of consumer choice?,"Two goods with straight-line indifference curves, meaning the consumer is always willing to trade one good for the other at a fixed rate.",qa,examples/Microeconomics.pdf
Goods with {{c1::straight-line}} indifference curves are called perfect substitutes.,straight-line,cloze,examples/Microeconomics.pdf
What is the marginal rate of substitution (MRS) for perfect substitutes?,A fixed number (constant).,qa,examples/Microeconomics.pdf
"For perfect substitutes, the marginal rate of substitution (MRS) is {{c1::constant}}.",constant,cloze,examples/Microeconomics.pdf
Give an example of perfect substitutes mentioned in the text.,Nickels and dimes.,qa,examples/Microeconomics.pdf
Why are indifference curves for perfect substitutes straight lines?,"Because the marginal rate of substitution (MRS) is constant, meaning the consumer is always willing to trade one good for the other at a fixed rate.",qa,examples/Microeconomics.pdf
What are perfect complements in the context of consumer choice?,"Two goods with right-angle indifference curves, meaning the consumer cares only about the number of pairs that can be assembled.",qa,examples/Microeconomics.pdf
Goods with {{c1::right-angle}} indifference curves are called perfect complements.,right-angle,cloze,examples/Microeconomics.pdf
Give an example of perfect complements mentioned in the text.,Left shoes and right shoes.,qa,examples/Microeconomics.pdf
"If you have 5 left shoes and 7 right shoes, how many pairs of shoes can you assemble if they are perfect complements?",5 pairs.,qa,examples/Microeconomics.pdf
Why are indifference curves for perfect complements right angles?,"Because additional units of one good provide no value without a corresponding unit of the other good, as the consumer only cares about complete pairs.",qa,examples/Microeconomics.pdf
What is utility in economics?,An abstract measure of the satisfaction or happiness a consumer receives from a bundle of goods.,qa,examples/Microeconomics.pdf
{{c1::Utility}} is an abstract measure of the satisfaction or happiness a consumer receives from a bundle of goods.,Utility,cloze,examples/Microeconomics.pdf
How do indifference curves relate to utility?,"Bundles on higher indifference curves provide higher utility, and all bundles on the same indifference curve provide the same utility.",qa,examples/Microeconomics.pdf
"An indifference curve can be thought of as an ""{{c1::equal-utility}}"" curve.",equal-utility,cloze,examples/Microeconomics.pdf
What does the slope of the indifference curve (MRS) reflect in terms of utility?,The marginal utility generated by one good compared to the marginal utility generated by the other good.,qa,examples/Microeconomics.pdf
"If a consumer prefers one bundle of goods to another, what does this imply about their utility?",The preferred bundle provides more utility than the other.,qa,examples/Microeconomics.pdf
What is the consumer's goal in the theory of consumer choice?,To end up with the best possible combination of goods (highest indifference curve) while staying within their budget constraint.,qa,examples/Microeconomics.pdf
The consumer's goal is to reach the {{c1::highest possible indifference curve}} while remaining on or below their {{c1::budget constraint}}.,highest possible indifference curve::budget constraint,cloze,examples/Microeconomics.pdf
"What is the ""optimum"" in consumer choice?",The point where the highest indifference curve the consumer can reach just barely touches the budget constraint.,qa,examples/Microeconomics.pdf
The point where the indifference curve is {{c1::tangent}} to the budget constraint is called the optimum.,tangent,cloze,examples/Microeconomics.pdf
"At the consumer's optimum, what is the relationship between the marginal rate of substitution (MRS) and the relative price of the two goods?",The marginal rate of substitution (MRS) equals the relative price.,qa,examples/Microeconomics.pdf
"At the optimum, the slope of the indifference curve, which is the {{c1::marginal rate of substitution}}, equals the slope of the budget constraint, which is the {{c1::relative price}}.",marginal rate of substitution::relative price,cloze,examples/Microeconomics.pdf
What does the tangency of the indifference curve and budget constraint at the optimum signify?,The consumer's valuation of the two goods (MRS) equals the market's valuation (relative price).,qa,examples/Microeconomics.pdf
Why can't a consumer choose a point above their budget constraint?,Because they cannot afford that point; it lies above their total available resources.,qa,examples/Microeconomics.pdf
Why would a consumer not choose a point on their budget constraint that is on a lower indifference curve than the optimum?,"Because it provides less satisfaction (lower utility) than the optimum point, even though it is affordable.",qa,examples/Microeconomics.pdf
What does the relative price represent in the market?,The rate at which the market is willing to trade one good for the other.,qa,examples/Microeconomics.pdf
What does the marginal rate of substitution represent for the consumer?,The rate at which the consumer is willing to trade one good for the other.,qa,examples/Microeconomics.pdf
How does an increase in income affect the budget constraint?,It shifts the budget constraint outward in a parallel fashion.,qa,examples/Microeconomics.pdf
An increase in income causes the budget constraint to shift {{c1::outward}} in a {{c1::parallel}} manner.,outward::parallel,cloze,examples/Microeconomics.pdf
"What happens to the slope of the budget constraint when income changes, assuming prices remain constant?","The slope remains the same, as the relative price of the two goods has not changed.",qa,examples/Microeconomics.pdf
What is a normal good?,A good for which an increase in income raises the quantity demanded.,qa,examples/Microeconomics.pdf
A good for which an increase in income raises the quantity demanded is called a {{c1::normal good}}.,normal good,cloze,examples/Microeconomics.pdf
What is an inferior good?,A good for which an increase in income reduces the quantity demanded.,qa,examples/Microeconomics.pdf
A good for which an increase in income reduces the quantity demanded is called an {{c1::inferior good}}.,inferior good,cloze,examples/Microeconomics.pdf
Give an example of an inferior good mentioned in the text.,Bus rides.,qa,examples/Microeconomics.pdf
"If both goods are normal goods, how does an increase in income affect their consumption?",The consumer buys more of both goods.,qa,examples/Microeconomics.pdf
"If income increases and both Pepsi and pizza are {{c1::normal goods}}, the consumer will buy more of both.",normal goods,cloze,examples/Microeconomics.pdf
"If one good is normal and the other is inferior, how does an increase in income affect their consumption?",The consumer buys more of the normal good and less of the inferior good.,qa,examples/Microeconomics.pdf
"If income increases and Pepsi is an {{c1::inferior good}} while pizza is a normal good, the consumer will buy less Pepsi and more pizza.",inferior good,cloze,examples/Microeconomics.pdf
How does a fall in the price of one good affect the budget constraint?,It rotates the budget constraint outward and changes its slope.,qa,examples/Microeconomics.pdf
A fall in the price of one good causes the budget constraint to {{c1::rotate outward}} and its {{c1::slope}} to change.,rotate outward::slope,cloze,examples/Microeconomics.pdf
"If the price of Pepsi falls while the price of pizza remains constant, how does the slope of the budget constraint change?","The budget constraint becomes steeper, as the consumer can trade more Pepsi for one pizza.",qa,examples/Microeconomics.pdf
"If the price of Pepsi falls, but the consumer spends their entire income on pizza, how does this affect the budget constraint's intercept on the pizza axis?","It remains the same, as the price of Pepsi is irrelevant if only pizza is purchased.",qa,examples/Microeconomics.pdf
"If the price of Pepsi falls, but the consumer spends their entire income on Pepsi, how does this affect the budget constraint's intercept on the Pepsi axis?","It shifts outward, allowing the consumer to buy more Pepsi.",qa,examples/Microeconomics.pdf
What are the two effects that explain how a change in the price of a good impacts consumption?,The income effect and the substitution effect.,qa,examples/Microeconomics.pdf
The impact of a price change on consumption can be decomposed into the {{c1::income effect}} and the {{c1::substitution effect}}.,income effect::substitution effect,cloze,examples/Microeconomics.pdf
Define the income effect.,"The change in consumption that results when a price change moves the consumer to a higher or lower indifference curve, effectively changing their purchasing power.",qa,examples/Microeconomics.pdf
The {{c1::income effect}} is the change in consumption that results when a price change moves the consumer to a higher or lower indifference curve.,income effect,cloze,examples/Microeconomics.pdf
Define the substitution effect.,"The change in consumption that results when a price change moves the consumer along a given indifference curve to a point with a new marginal rate of substitution, due to the good becoming relatively cheaper or more expensive.",qa,examples/Microeconomics.pdf
The {{c1::substitution effect}} is the change in consumption that results when a price change moves the consumer along a given indifference curve to a point with a new marginal rate of substitution.,substitution effect,cloze,examples/Microeconomics.pdf
"If the price of Pepsi falls (a normal good), how do the income and substitution effects influence Pepsi consumption?",Both the income effect and the substitution effect act to raise purchases of Pepsi.,qa,examples/Microeconomics.pdf
"If the price of Pepsi falls (a normal good), how do the income and substitution effects influence pizza consumption?","The income effect tends to make the consumer buy more pizza, but the substitution effect tends to make the consumer buy less pizza, making the overall impact ambiguous.",qa,examples/Microeconomics.pdf
"When the price of a good falls, why does the income effect tend to make the consumer buy more of both normal goods?","Because the lower price effectively increases the consumer's purchasing power, making them ""richer.""",qa,examples/Microeconomics.pdf
"When the price of a good falls, why does the substitution effect tend to make the consumer buy more of that good and less of the relatively more expensive good?","Because the good has become cheaper relative to the other good, incentivizing a shift in consumption towards it.",qa,examples/Microeconomics.pdf
"For a normal good, a price decrease leads to an increase in consumption due to both the {{c1::income effect}} and the {{c1::substitution effect}}.",income effect::substitution effect,cloze,examples/Microeconomics.pdf
"When the price of a good falls, the income effect makes the consumer feel {{c1::richer}}.",richer,cloze,examples/Microeconomics.pdf
What is the income effect in consumer choice theory?,The change in consumption that results from the movement to a higher indifference curve.,qa,examples/Microeconomics.pdf
The income effect is the change in consumption that results from the movement to a {{c1::higher indifference curve}}.,higher indifference curve,cloze,examples/Microeconomics.pdf
What is the substitution effect in consumer choice theory?,The change in consumption that results from being at a point on an indifference curve with a different marginal rate of substitution.,qa,examples/Microeconomics.pdf
The substitution effect is the change in consumption that results from being at a point on an indifference curve with a {{c1::different marginal rate of substitution}}.,different marginal rate of substitution,cloze,examples/Microeconomics.pdf
"When the price of Pepsi falls, how do the income and substitution effects influence Pepsi consumption?","Both the income and substitution effects act in the same direction, leading the consumer to buy more Pepsi.",qa,examples/Microeconomics.pdf
"When the price of Pepsi falls, for Pepsi consumption, the income and substitution effects act in the {{c1::same direction}}.",same direction,cloze,examples/Microeconomics.pdf
"When the price of Pepsi falls, how do the income and substitution effects influence Pizza consumption?","The income and substitution effects act in opposite directions, making the total effect on Pizza consumption ambiguous.",qa,examples/Microeconomics.pdf
"When the price of Pepsi falls, for Pizza consumption, the income and substitution effects act in {{c1::opposite directions}}.",opposite directions,cloze,examples/Microeconomics.pdf
"When the price of Pepsi falls, the total effect on Pizza consumption is {{c1::ambiguous}}.",ambiguous,cloze,examples/Microeconomics.pdf
"In the graphical decomposition of a price change (Figure 21-10), what does the movement from point A to point B represent?",The substitution effect.,qa,examples/Microeconomics.pdf
"In the graphical decomposition of a price change, the movement from point A to point B shows the {{c1::substitution effect}}.",substitution effect,cloze,examples/Microeconomics.pdf
"In the graphical decomposition of a price change (Figure 21-10), what does the movement from point B to point C represent?",The income effect.,qa,examples/Microeconomics.pdf
"In the graphical decomposition of a price change, the movement from point B to point C shows the {{c1::income effect}}.",income effect,cloze,examples/Microeconomics.pdf
"In the decomposition of a price change, what remains constant during the movement from point A to point B?",The consumer's welfare (they remain on the initial indifference curve I1).,qa,examples/Microeconomics.pdf
"In the decomposition of a price change, the movement from point A to point B represents a pure change in the {{c1::marginal rate of substitution}} without any change in the consumer's welfare.",marginal rate of substitution,cloze,examples/Microeconomics.pdf
"In the decomposition of a price change, what remains constant during the movement from point B to point C?",The marginal rate of substitution (the slope of the indifference curves at these points is equal).,qa,examples/Microeconomics.pdf
"In the decomposition of a price change, the movement from point B to point C represents a pure change in {{c1::welfare}} without any change in the marginal rate of substitution.",welfare,cloze,examples/Microeconomics.pdf
"In the graphical decomposition of a price change, the dashed line through point B reflects the {{c1::new relative price}}.",new relative price,cloze,examples/Microeconomics.pdf
How does the theory of consumer choice provide the theoretical foundation for the demand curve?,A consumer's demand curve is a summary of the optimal consumption decisions that arise from their budget constraint and indifference curves at various prices.,qa,examples/Microeconomics.pdf
The demand curve for any good reflects the {{c1::consumption decisions}} that arise from a consumer's budget constraint and indifference curves.,consumption decisions,cloze,examples/Microeconomics.pdf
What is the law of demand?,"The principle that, normally, when the price of a good rises, people buy less of it, reflected in a downward-sloping demand curve.",qa,examples/Microeconomics.pdf
"The law of demand states that normally, when the price of a good rises, people buy {{c1::less}} of it.",less,cloze,examples/Microeconomics.pdf
What is a Giffen good?,"A good for which an increase in price raises the quantity demanded, violating the law of demand.",qa,examples/Microeconomics.pdf
A Giffen good is a good for which an increase in the price {{c1::raises the quantity demanded}}.,raises the quantity demanded,cloze,examples/Microeconomics.pdf
What two conditions characterize a Giffen good?,"It must be an inferior good, and its income effect must dominate its substitution effect.",qa,examples/Microeconomics.pdf
Giffen goods are {{c1::inferior goods}} for which the {{c1::income effect}} dominates the {{c1::substitution effect}}.,inferior goods; income effect; substitution effect,cloze,examples/Microeconomics.pdf
What is the slope of the demand curve for a Giffen good?,Upward-sloping.,qa,examples/Microeconomics.pdf
Giffen goods have demand curves that slope {{c1::upward}}.,upward,cloze,examples/Microeconomics.pdf
What historical event is sometimes cited as a possible example of a Giffen good?,The Irish potato famine of the nineteenth century.,qa,examples/Microeconomics.pdf
"During the Irish potato famine, it is argued that potatoes were a Giffen good because when their price rose, people responded to their reduced living standard by cutting back on {{c1::meat}} and buying more {{c2::potatoes}}.",meat; potatoes,cloze,examples/Microeconomics.pdf
Are Giffen goods common in economics?,"No, they are considered very rare, and economists disagree about whether any have ever been definitively discovered.",qa,examples/Microeconomics.pdf
"The theory of consumer choice allows demand curves to slope upward, but such occurrences are {{c1::very unusual}}.",very unusual,cloze,examples/Microeconomics.pdf
How can the theory of consumer choice be applied to analyze labor supply decisions?,"It can be used to analyze how a person allocates their time between work (earning consumption) and leisure, treating consumption and leisure as the two 'goods'.",qa,examples/Microeconomics.pdf
"In the work-leisure decision, a person's wage reflects the tradeoff between {{c1::leisure}} and {{c2::consumption}}.",leisure; consumption,cloze,examples/Microeconomics.pdf
"In the work-leisure model, if a person works 40 hours a week and is awake for 100 hours, how many hours of leisure do they have?",60 hours of leisure (100 - 40).,qa,examples/Microeconomics.pdf
How does an increase in the wage rate affect the budget constraint in the work-leisure model?,"The budget constraint shifts outward and becomes steeper, reflecting that the consumer gets more consumption for every hour of leisure given up.",qa,examples/Microeconomics.pdf
"When the wage rises, the budget constraint in the work-leisure model shifts {{c1::outward}} and becomes {{c2::steeper}}.",outward; steeper,cloze,examples/Microeconomics.pdf
What determines whether a labor supply curve slopes upward or backward?,The relative strength of the income and substitution effects when the wage changes.,qa,examples/Microeconomics.pdf
"If the substitution effect dominates the income effect when wages rise, what happens to hours of leisure and labor supplied?","Hours of leisure decrease, and hours of labor supplied increase, leading to an upward-sloping labor supply curve.",qa,examples/Microeconomics.pdf
"An upward-sloping labor supply curve indicates that when the wage rises, hours of leisure {{c1::decrease}} and hours of labor {{c2::increase}}.",decrease; increase,cloze,examples/Microeconomics.pdf
"If the income effect dominates the substitution effect when wages rise, what happens to hours of leisure and labor supplied?","Hours of leisure increase, and hours of labor supplied decrease, leading to a backward-sloping labor supply curve.",qa,examples/Microeconomics.pdf
"A backward-sloping labor supply curve indicates that when the wage rises, hours of leisure {{c1::increase}} and hours of labor {{c2::decrease}}.",increase; decrease,cloze,examples/Microeconomics.pdf
"The consumer is equally happy at points A and B in the decomposition of a price change, but at point B, the marginal rate of substitution reflects the {{c1::new relative price}}.",new relative price,cloze,examples/Microeconomics.pdf
"Although the consumer never actually chooses point B in the decomposition, this hypothetical point is useful to clarify the two effects that determine the consumer’s {{c1::decision}}.",decision,cloze,examples/Microeconomics.pdf
The theory of consumer choice provides the theoretical foundation for the consumer's {{c1::demand curve}}.,demand curve,cloze,examples/Microeconomics.pdf
"In the Giffen good example, when the price of potatoes rises, the consumer is poorer, and the income effect makes the consumer want to buy {{c1::less meat}} and {{c2::more potatoes}}.",less meat; more potatoes,cloze,examples/Microeconomics.pdf
"In the Giffen good example, when the price of potatoes rises, the substitution effect makes the consumer want to buy {{c1::more meat}} and {{c2::less potatoes}}.",more meat; less potatoes,cloze,examples/Microeconomics.pdf
The term Giffen good is named for economist {{c1::Robert Giffen}}.,Robert Giffen,cloze,examples/Microeconomics.pdf
What two factors determine a person's supply of labor?,A person's decision between leisure and consumption.,qa,examples/Microeconomics.pdf
"If a higher wage induces Sally to enjoy less leisure and work more, her labor supply curve slopes {{c1::upward}}.",upward,cloze,examples/Microeconomics.pdf
"If a higher wage induces Sally to enjoy more leisure and work less, her labor supply curve slopes {{c1::backward}}.",backward,cloze,examples/Microeconomics.pdf
What are the two economic effects that explain why a labor supply curve might be backward-sloping?,The income effect and the substitution effect.,qa,examples/Microeconomics.pdf
"When a person's wage rises, leisure becomes more costly relative to consumption. This describes the {{c1::substitution effect}}.",substitution effect,cloze,examples/Microeconomics.pdf
The substitution effect induces a person to work {{c1::harder}} in response to higher wages.,harder,cloze,examples/Microeconomics.pdf
The substitution effect tends to make the labor supply curve slope {{c1::upward}}.,upward,cloze,examples/Microeconomics.pdf
"When a person's wage rises, they move to a higher indifference curve, becoming better off. This describes the {{c1::income effect}}.",income effect,cloze,examples/Microeconomics.pdf
"Assuming consumption and leisure are normal goods, the income effect of a higher wage induces a person to work {{c1::less}}.",less,cloze,examples/Microeconomics.pdf
The income effect tends to make the labor supply curve slope {{c1::backward}}.,backward,cloze,examples/Microeconomics.pdf
Economic theory gives a clear prediction about whether an increase in wage induces a person to work more or less. (True/False),False. It does not give a clear prediction.,qa,examples/Microeconomics.pdf
"If the substitution effect of a higher wage is greater than the income effect, a person will work {{c1::more}}.",more,cloze,examples/Microeconomics.pdf
"If the income effect of a higher wage is greater than the substitution effect, a person will work {{c1::less}}.",less,cloze,examples/Microeconomics.pdf
What does a backward-sloping labor supply curve imply about the relative strength of the income and substitution effects?,It implies the income effect is greater than the substitution effect.,qa,examples/Microeconomics.pdf
"Evidence indicates that the labor supply curve, considered over long periods of time, does in fact slope {{c1::backward}}.",backward,cloze,examples/Microeconomics.pdf
"Over the last hundred years, as equilibrium wages (adjusted for inflation) have risen, the length of the workweek has generally {{c1::fallen}}.",fallen,cloze,examples/Microeconomics.pdf
Economists explain the historical pattern of rising wages and falling workweeks by suggesting that the {{c1::income effect}} of higher wages dominates the substitution effect.,income effect,cloze,examples/Microeconomics.pdf
Studies of lottery winners provide evidence for the strength of the {{c1::income effect}} on labor supply.,income effect,cloze,examples/Microeconomics.pdf
Why do studies of lottery winners isolate the income effect on labor supply?,"Because their wages have not changed, so there is no substitution effect; only their income increases.",qa,examples/Microeconomics.pdf
"What percentage of lottery winners who win more than $50,000 quit working within a year?",Almost 25 percent.,qa,examples/Microeconomics.pdf
What percentage of lottery winners who win more than $1 million stop working?,Almost 40 percent.,qa,examples/Microeconomics.pdf
"A study found that a single person inheriting more than $150,000 is four times as likely to stop working as a single person inheriting less than $25,000. This supports the strength of the {{c1::income effect}} on labor supply.",income effect,cloze,examples/Microeconomics.pdf
"Who warned that 'the parent who leaves his son enormous wealth generally deadens the talents and energies of the son, and tempts him to lead a less useful and less worthy life than he otherwise would'?",Andrew Carnegie.,qa,examples/Microeconomics.pdf
Andrew Carnegie viewed the income effect on labor supply as {{c1::substantial}} and regrettable.,substantial,cloze,examples/Microeconomics.pdf
What is the key decision a person faces regarding income over time?,How much income to consume today and how much to save for the future.,qa,examples/Microeconomics.pdf
"In the context of consumption-saving decisions, what does the interest rate determine?",The relative price of consumption when young and consumption when old.,qa,examples/Microeconomics.pdf
"If the interest rate is 10 percent, for every dollar saved when young, how much can be consumed when old?",$1.10.,qa,examples/Microeconomics.pdf
An increase in the interest rate causes the budget constraint for consumption-saving decisions to shift {{c1::outward}} and become {{c1::steeper}}.,"outward, steeper",cloze,examples/Microeconomics.pdf
What are the two economic effects that explain how a higher interest rate affects saving?,The income effect and the substitution effect.,qa,examples/Microeconomics.pdf
"When the interest rate rises, consumption when old becomes less costly relative to consumption when young. This describes the {{c1::substitution effect}} on saving.",substitution effect,cloze,examples/Microeconomics.pdf
The substitution effect of a higher interest rate induces a person to save {{c1::more}}.,more,cloze,examples/Microeconomics.pdf
"When the interest rate rises, a person moves to a higher indifference curve, becoming better off. This describes the {{c1::income effect}} on saving.",income effect,cloze,examples/Microeconomics.pdf
"Assuming consumption in both periods are normal goods, the income effect of a higher interest rate induces a person to save {{c1::less}}.",less,cloze,examples/Microeconomics.pdf
What is the theoretical prediction about whether an increase in the interest rate encourages or discourages saving?,It is ambiguous; saving could either increase or decrease depending on whether the substitution or income effect dominates.,qa,examples/Microeconomics.pdf
"If the substitution effect of a higher interest rate is greater than the income effect, a person will save {{c1::more}}.",more,cloze,examples/Microeconomics.pdf
"If the income effect of a higher interest rate is greater than the substitution effect, a person will save {{c1::less}}.",less,cloze,examples/Microeconomics.pdf
Why is the ambiguous theoretical result regarding interest rates and saving disappointing from an economic policy standpoint?,"Because an important issue in tax policy (e.g., reducing taxation of interest income) hinges on how saving responds to interest rates, and there is no consensus.",qa,examples/Microeconomics.pdf
What are the two types of transfers discussed for helping low-income individuals?,"Cash transfers and in-kind transfers (e.g., food stamps).",qa,examples/Microeconomics.pdf
"How does a cash transfer of $1,000 affect a person's budget constraint?","It shifts the budget constraint outward, parallel to the original constraint.",qa,examples/Microeconomics.pdf
"How does an in-kind transfer of $1,000 worth of food (e.g., food stamps) affect a person's budget constraint?","It shifts the budget constraint outward, but only along the axis representing the in-kind good, creating a kink or a new segment.",qa,examples/Microeconomics.pdf
"If an in-kind transfer does not impose a binding constraint, how does the consumer's utility compare to an equivalent cash transfer?",The consumer ends up on the same indifference curve under both policies.,qa,examples/Microeconomics.pdf
"If an in-kind transfer imposes a binding constraint, how does the consumer's utility compare to an equivalent cash transfer?",The consumer ends up on a lower indifference curve with the in-kind transfer than with the cash transfer.,qa,examples/Microeconomics.pdf
